augmentation_index,blur_sigma,filename,font,fontsize,glyph,glyph_code,noise_sigma,rotation,scale,synthetic,tx,ty
22,0.84,data/raw/synthetic_default/12pt/synthetic_default_03091_12pt_aug22.png,synthetic_default,12,ఓ,3091,2.8,4.35,1.0,True,-1,0
23,1.04,data/raw/synthetic_default/12pt/synthetic_default_03091_12pt_aug23.png,synthetic_default,12,ఓ,3091,9.26,-1.9,0.97,True,2,1
24,0.22,data/raw/synthetic_default/12pt/synthetic_default_03091_12pt_aug24.png,synthetic_default,12,ఓ,3091,9.03,2.66,0.96,True,0,1
25,1.01,data/raw/synthetic_default/12pt/synthetic_default_03091_12pt_aug25.png,synthetic_default,12,ఓ,3091,3.62,-3.98,1.01,True,2,1
26,0.31,data/raw/synthetic_default/12pt/synthetic_default_03091_12pt_aug26.png,synthetic_default,12,ఓ,3091,8.2,-2.2,1.0,True,0,2
27,1.27,data/raw/synthetic_default/12pt/synthetic_default_03091_12pt_aug27.png,synthetic_default,12,ఓ,3091,4.66,3.16,1.04,True,2,-2
28,0.14,data/raw/synthetic_default/12pt/synthetic_default_03091_12pt_aug28.png,synthetic_default,12,ఓ,3091,5.34,-3.1,0.95,True,0,-1
29,0.26,data/raw/synthetic_default/12pt/synthetic_default_03091_12pt_aug29.png,synthetic_default,12,ఓ,3091,3.57,-0.48,1.01,True,2,0
0,0,data/raw/synthetic_default/12pt/synthetic_default_03092_12pt_aug00.png,synthetic_default,12,ఔ,3092,0,0,,True,,
1,0.26,data/raw/synthetic_default/12pt/synthetic_default_03092_12pt_aug01.png,synthetic_default,12,ఔ,3092,9.71,4.28,0.97,True,1,0
2,0.53,data/raw/synthetic_default/12pt/synthetic_default_03092_12pt_aug02.png,synthetic_default,12,ఔ,3092,5.08,3.98,0.97,True,0,-1
3,0.05,data/raw/synthetic_default/12pt/synthetic_default_03092_12pt_aug03.png,synthetic_default,12,ఔ,3092,4.71,3.65,0.95,True,0,2
4,1.04,data/raw/synthetic_default/12pt/synthetic_default_03092_12pt_aug04.png,synthetic_default,12,ఔ,3092,7.19,1.46,0.98,True,1,2
5,0.6,data/raw/synthetic_default/12pt/synthetic_default_03092_12pt_aug05.png,synthetic_default,12,ఔ,3092,9.39,-4.81,1.04,True,0,1
6,0.02,data/raw/synthetic_default/12pt/synthetic_default_03092_12pt_aug06.png,synthetic_default,12,ఔ,3092,8.64,4.01,1.01,True,-1,2
7,0.26,data/raw/synthetic_default/12pt/synthetic_default_03092_12pt_aug07.png,synthetic_default,12,ఔ,3092,7.32,-2.2,1.01,True,2,-1
8,0.37,data/raw/synthetic_default/12pt/synthetic_default_03092_12pt_aug08.png,synthetic_default,12,ఔ,3092,1.02,-4.86,0.99,True,1,0
9,0.55,data/raw/synthetic_default/12pt/synthetic_default_03092_12pt_aug09.png,synthetic_default,12,ఔ,3092,5.66,3.47,1.04,True,0,-1
10,1.07,data/raw/synthetic_default/12pt/synthetic_default_03092_12pt_aug10.png,synthetic_default,12,ఔ,3092,3.43,-1.01,1.0,True,0,2
11,0.78,data/raw/synthetic_default/12pt/synthetic_default_03092_12pt_aug11.png,synthetic_default,12,ఔ,3092,0.98,3.23,0.95,True,1,-2
12,1.42,data/raw/synthetic_default/12pt/synthetic_default_03092_12pt_aug12.png,synthetic_default,12,ఔ,3092,6.39,2.2,0.98,True,-1,1
13,0.42,data/raw/synthetic_default/12pt/synthetic_default_03092_12pt_aug13.png,synthetic_default,12,ఔ,3092,1.21,-3.96,0.99,True,0,1
14,0.86,data/raw/synthetic_default/12pt/synthetic_default_03092_12pt_aug14.png,synthetic_default,12,ఔ,3092,8.38,4.41,0.99,True,-2,1
15,1.38,data/raw/synthetic_default/12pt/synthetic_default_03092_12pt_aug15.png,synthetic_default,12,ఔ,3092,2.58,4.25,0.99,True,-1,2
16,0.25,data/raw/synthetic_default/12pt/synthetic_default_03092_12pt_aug16.png,synthetic_default,12,ఔ,3092,8.13,2.13,0.95,True,1,0
17,0.73,data/raw/synthetic_default/12pt/synthetic_default_03092_12pt_aug17.png,synthetic_default,12,ఔ,3092,1.38,2.82,0.95,True,0,-2
18,1.15,data/raw/synthetic_default/12pt/synthetic_default_03092_12pt_aug18.png,synthetic_default,12,ఔ,3092,2.39,2.75,1.03,True,-1,2
19,0.97,data/raw/synthetic_default/12pt/synthetic_default_03092_12pt_aug19.png,synthetic_default,12,ఔ,3092,7.04,-1.88,1.04,True,0,1
20,0.78,data/raw/synthetic_default/12pt/synthetic_default_03092_12pt_aug20.png,synthetic_default,12,ఔ,3092,1.64,-1.53,1.04,True,1,2
21,0.22,data/raw/synthetic_default/12pt/synthetic_default_03092_12pt_aug21.png,synthetic_default,12,ఔ,3092,4.14,-2.4,1.04,True,-2,-1
22,1.13,data/raw/synthetic_default/12pt/synthetic_default_03092_12pt_aug22.png,synthetic_default,12,ఔ,3092,0.28,2.13,0.96,True,0,2
23,1.05,data/raw/synthetic_default/12pt/synthetic_default_03092_12pt_aug23.png,synthetic_default,12,ఔ,3092,9.83,-3.59,0.99,True,2,1
24,0.83,data/raw/synthetic_default/12pt/synthetic_default_03092_12pt_aug24.png,synthetic_default,12,ఔ,3092,5.96,0.5,1.04,True,2,0
25,1.03,data/raw/synthetic_default/12pt/synthetic_default_03092_12pt_aug25.png,synthetic_default,12,ఔ,3092,7.59,2.42,0.96,True,-1,2
26,0.63,data/raw/synthetic_default/12pt/synthetic_default_03092_12pt_aug26.png,synthetic_default,12,ఔ,3092,2.29,1.51,1.01,True,-1,-2
27,0.48,data/raw/synthetic_default/12pt/synthetic_default_03092_12pt_aug27.png,synthetic_default,12,ఔ,3092,9.16,2.57,0.98,True,0,-2
28,0.75,data/raw/synthetic_default/12pt/synthetic_default_03092_12pt_aug28.png,synthetic_default,12,ఔ,3092,3.57,-3.63,1.04,True,2,2
29,1.08,data/raw/synthetic_default/12pt/synthetic_default_03092_12pt_aug29.png,synthetic_default,12,ఔ,3092,1.57,-3.32,1.03,True,0,2
0,0,data/raw/synthetic_default/12pt/synthetic_default_03093_12pt_aug00.png,synthetic_default,12,క,3093,0,0,,True,,
1,0.44,data/raw/synthetic_default/12pt/synthetic_default_03093_12pt_aug01.png,synthetic_default,12,క,3093,9.09,-0.55,1.0,True,-2,1
2,0.11,data/raw/synthetic_default/12pt/synthetic_default_03093_12pt_aug02.png,synthetic_default,12,క,3093,2.03,2.5,0.96,True,0,2
3,0.99,data/raw/synthetic_default/12pt/synthetic_default_03093_12pt_aug03.png,synthetic_default,12,క,3093,9.42,-4.4,0.96,True,-1,0
4,0.05,data/raw/synthetic_default/12pt/synthetic_default_03093_12pt_aug04.png,synthetic_default,12,క,3093,0.33,0.99,1.04,True,2,-1
5,0.92,data/raw/synthetic_default/12pt/synthetic_default_03093_12pt_aug05.png,synthetic_default,12,క,3093,4.28,-2.72,1.01,True,1,-1
6,0.05,data/raw/synthetic_default/12pt/synthetic_default_03093_12pt_aug06.png,synthetic_default,12,క,3093,9.98,-3.95,1.01,True,-2,-2
7,1.41,data/raw/synthetic_default/12pt/synthetic_default_03093_12pt_aug07.png,synthetic_default,12,క,3093,6.12,0.78,1.04,True,1,1
8,0.09,data/raw/synthetic_default/12pt/synthetic_default_03093_12pt_aug08.png,synthetic_default,12,క,3093,0.52,-4.49,0.99,True,0,2
9,0.8,data/raw/synthetic_default/12pt/synthetic_default_03093_12pt_aug09.png,synthetic_default,12,క,3093,2.0,1.78,0.97,True,1,1
10,1.25,data/raw/synthetic_default/12pt/synthetic_default_03093_12pt_aug10.png,synthetic_default,12,క,3093,8.55,-3.41,1.03,True,-1,1
11,1.02,data/raw/synthetic_default/12pt/synthetic_default_03093_12pt_aug11.png,synthetic_default,12,క,3093,1.55,2.5,1.0,True,1,-1
12,0.2,data/raw/synthetic_default/12pt/synthetic_default_03093_12pt_aug12.png,synthetic_default,12,క,3093,3.07,3.02,1.0,True,-2,-2
13,0.27,data/raw/synthetic_default/12pt/synthetic_default_03093_12pt_aug13.png,synthetic_default,12,క,3093,3.96,-0.86,0.98,True,2,2
14,0.15,data/raw/synthetic_default/12pt/synthetic_default_03093_12pt_aug14.png,synthetic_default,12,క,3093,8.05,0.44,0.95,True,0,2
15,1.13,data/raw/synthetic_default/12pt/synthetic_default_03093_12pt_aug15.png,synthetic_default,12,క,3093,6.41,2.06,1.0,True,-2,2
16,1.34,data/raw/synthetic_default/12pt/synthetic_default_03093_12pt_aug16.png,synthetic_default,12,క,3093,3.66,1.1,1.05,True,-1,1
17,0.53,data/raw/synthetic_default/12pt/synthetic_default_03093_12pt_aug17.png,synthetic_default,12,క,3093,3.74,-2.42,1.0,True,1,0
18,0.62,data/raw/synthetic_default/12pt/synthetic_default_03093_12pt_aug18.png,synthetic_default,12,క,3093,0.52,4.24,1.0,True,1,-2
19,0.74,data/raw/synthetic_default/12pt/synthetic_default_03093_12pt_aug19.png,synthetic_default,12,క,3093,3.7,2.81,0.99,True,1,1
20,0.21,data/raw/synthetic_default/12pt/synthetic_default_03093_12pt_aug20.png,synthetic_default,12,క,3093,0.14,-1.03,1.01,True,-1,-1
21,0.64,data/raw/synthetic_default/12pt/synthetic_default_03093_12pt_aug21.png,synthetic_default,12,క,3093,9.58,3.51,0.96,True,-2,-1
22,0.05,data/raw/synthetic_default/12pt/synthetic_default_03093_12pt_aug22.png,synthetic_default,12,క,3093,3.59,3.06,0.98,True,1,2
23,0.81,data/raw/synthetic_default/12pt/synthetic_default_03093_12pt_aug23.png,synthetic_default,12,క,3093,0.96,1.31,1.04,True,-1,0
24,0.47,data/raw/synthetic_default/12pt/synthetic_default_03093_12pt_aug24.png,synthetic_default,12,క,3093,2.03,-1.51,1.04,True,-2,-1
25,1.28,data/raw/synthetic_default/12pt/synthetic_default_03093_12pt_aug25.png,synthetic_default,12,క,3093,6.65,-0.55,1.04,True,1,1
26,0.84,data/raw/synthetic_default/12pt/synthetic_default_03093_12pt_aug26.png,synthetic_default,12,క,3093,8.15,0.64,0.99,True,2,2
27,0.67,data/raw/synthetic_default/12pt/synthetic_default_03093_12pt_aug27.png,synthetic_default,12,క,3093,3.82,1.51,1.03,True,2,0
28,0.94,data/raw/synthetic_default/12pt/synthetic_default_03093_12pt_aug28.png,synthetic_default,12,క,3093,0.66,3.7,1.02,True,1,-2
29,0.16,data/raw/synthetic_default/12pt/synthetic_default_03093_12pt_aug29.png,synthetic_default,12,క,3093,6.48,-4.73,1.02,True,1,2
0,0,data/raw/synthetic_default/12pt/synthetic_default_03094_12pt_aug00.png,synthetic_default,12,ఖ,3094,0,0,,True,,
1,0.95,data/raw/synthetic_default/12pt/synthetic_default_03094_12pt_aug01.png,synthetic_default,12,ఖ,3094,4.04,-0.24,1.04,True,-2,-1
2,1.06,data/raw/synthetic_default/12pt/synthetic_default_03094_12pt_aug02.png,synthetic_default,12,ఖ,3094,8.04,4.88,1.03,True,-1,-1
3,0.63,data/raw/synthetic_default/12pt/synthetic_default_03094_12pt_aug03.png,synthetic_default,12,ఖ,3094,1.98,-4.2,0.95,True,1,-2
4,0.26,data/raw/synthetic_default/12pt/synthetic_default_03094_12pt_aug04.png,synthetic_default,12,ఖ,3094,5.87,4.28,1.05,True,0,-1
5,0.13,data/raw/synthetic_default/12pt/synthetic_default_03094_12pt_aug05.png,synthetic_default,12,ఖ,3094,0.3,0.39,1.0,True,-1,0
6,0.82,data/raw/synthetic_default/12pt/synthetic_default_03094_12pt_aug06.png,synthetic_default,12,ఖ,3094,3.59,2.42,0.98,True,0,1
7,0.08,data/raw/synthetic_default/12pt/synthetic_default_03094_12pt_aug07.png,synthetic_default,12,ఖ,3094,2.31,0.19,0.97,True,-1,-2
8,0.33,data/raw/synthetic_default/12pt/synthetic_default_03094_12pt_aug08.png,synthetic_default,12,ఖ,3094,2.45,1.41,1.03,True,0,-2
9,0.45,data/raw/synthetic_default/12pt/synthetic_default_03094_12pt_aug09.png,synthetic_default,12,ఖ,3094,6.42,3.87,1.01,True,-1,-1
10,0.22,data/raw/synthetic_default/12pt/synthetic_default_03094_12pt_aug10.png,synthetic_default,12,ఖ,3094,2.58,4.49,1.04,True,0,0
11,0.23,data/raw/synthetic_default/12pt/synthetic_default_03094_12pt_aug11.png,synthetic_default,12,ఖ,3094,1.79,-3.3,0.95,True,-2,-2
12,0.77,data/raw/synthetic_default/12pt/synthetic_default_03094_12pt_aug12.png,synthetic_default,12,ఖ,3094,8.37,-3.8,1.04,True,2,0
13,1.46,data/raw/synthetic_default/12pt/synthetic_default_03094_12pt_aug13.png,synthetic_default,12,ఖ,3094,4.73,3.33,1.02,True,0,2
14,0.08,data/raw/synthetic_default/12pt/synthetic_default_03094_12pt_aug14.png,synthetic_default,12,ఖ,3094,6.88,2.06,0.98,True,-1,-2
15,0.46,data/raw/synthetic_default/12pt/synthetic_default_03094_12pt_aug15.png,synthetic_default,12,ఖ,3094,5.05,0.01,1.04,True,1,0
16,0.63,data/raw/synthetic_default/12pt/synthetic_default_03094_12pt_aug16.png,synthetic_default,12,ఖ,3094,6.79,-3.64,1.04,True,2,-1
17,0.28,data/raw/synthetic_default/12pt/synthetic_default_03094_12pt_aug17.png,synthetic_default,12,ఖ,3094,5.29,-1.18,0.97,True,0,2
18,0.48,data/raw/synthetic_default/12pt/synthetic_default_03094_12pt_aug18.png,synthetic_default,12,ఖ,3094,2.56,-0.53,0.99,True,0,-2
19,0.71,data/raw/synthetic_default/12pt/synthetic_default_03094_12pt_aug19.png,synthetic_default,12,ఖ,3094,9.79,2.54,1.05,True,1,-2
20,1.18,data/raw/synthetic_default/12pt/synthetic_default_03094_12pt_aug20.png,synthetic_default,12,ఖ,3094,5.13,-4.54,0.95,True,2,2
21,0.61,data/raw/synthetic_default/12pt/synthetic_default_03094_12pt_aug21.png,synthetic_default,12,ఖ,3094,1.15,0.98,0.97,True,-1,0
22,0.85,data/raw/synthetic_default/12pt/synthetic_default_03094_12pt_aug22.png,synthetic_default,12,ఖ,3094,2.08,-1.5,0.95,True,-1,-1
23,0.58,data/raw/synthetic_default/12pt/synthetic_default_03094_12pt_aug23.png,synthetic_default,12,ఖ,3094,9.67,3.1,1.0,True,-1,-2
24,0.47,data/raw/synthetic_default/12pt/synthetic_default_03094_12pt_aug24.png,synthetic_default,12,ఖ,3094,7.57,-2.16,1.0,True,0,2
25,0.64,data/raw/synthetic_default/12pt/synthetic_default_03094_12pt_aug25.png,synthetic_default,12,ఖ,3094,7.45,3.93,1.03,True,0,-1
26,0.31,data/raw/synthetic_default/12pt/synthetic_default_03094_12pt_aug26.png,synthetic_default,12,ఖ,3094,2.6,-2.95,1.03,True,2,-1
27,1.47,data/raw/synthetic_default/12pt/synthetic_default_03094_12pt_aug27.png,synthetic_default,12,ఖ,3094,8.16,-0.15,0.98,True,0,-1
28,1.34,data/raw/synthetic_default/12pt/synthetic_default_03094_12pt_aug28.png,synthetic_default,12,ఖ,3094,7.05,-2.96,1.0,True,1,0
29,0.46,data/raw/synthetic_default/12pt/synthetic_default_03094_12pt_aug29.png,synthetic_default,12,ఖ,3094,0.16,4.23,1.01,True,0,1
0,0,data/raw/synthetic_default/12pt/synthetic_default_03095_12pt_aug00.png,synthetic_default,12,గ,3095,0,0,,True,,
1,0.43,data/raw/synthetic_default/12pt/synthetic_default_03095_12pt_aug01.png,synthetic_default,12,గ,3095,8.45,-0.85,0.99,True,2,1
2,0.51,data/raw/synthetic_default/12pt/synthetic_default_03095_12pt_aug02.png,synthetic_default,12,గ,3095,6.39,0.51,1.04,True,-2,2
3,0.3,data/raw/synthetic_default/12pt/synthetic_default_03095_12pt_aug03.png,synthetic_default,12,గ,3095,4.73,-0.33,1.02,True,0,-2
4,1.11,data/raw/synthetic_default/12pt/synthetic_default_03095_12pt_aug04.png,synthetic_default,12,గ,3095,1.35,-3.41,1.02,True,-2,-1
5,0.55,data/raw/synthetic_default/12pt/synthetic_default_03095_12pt_aug05.png,synthetic_default,12,గ,3095,6.52,1.9,1.01,True,-1,1
6,0.07,data/raw/synthetic_default/12pt/synthetic_default_03095_12pt_aug06.png,synthetic_default,12,గ,3095,1.53,-0.5,0.95,True,0,0
7,1.14,data/raw/synthetic_default/12pt/synthetic_default_03095_12pt_aug07.png,synthetic_default,12,గ,3095,2.71,4.68,0.97,True,1,-2
8,1.32,data/raw/synthetic_default/12pt/synthetic_default_03095_12pt_aug08.png,synthetic_default,12,గ,3095,0.09,-2.39,1.03,True,-1,2
9,0.65,data/raw/synthetic_default/12pt/synthetic_default_03095_12pt_aug09.png,synthetic_default,12,గ,3095,1.32,3.12,1.05,True,1,0
10,0.45,data/raw/synthetic_default/12pt/synthetic_default_03095_12pt_aug10.png,synthetic_default,12,గ,3095,3.55,-2.76,0.99,True,2,-2
11,0.1,data/raw/synthetic_default/12pt/synthetic_default_03095_12pt_aug11.png,synthetic_default,12,గ,3095,2.89,-1.95,1.03,True,-1,-1
12,0.42,data/raw/synthetic_default/12pt/synthetic_default_03095_12pt_aug12.png,synthetic_default,12,గ,3095,7.11,-3.67,1.01,True,1,0
13,1.29,data/raw/synthetic_default/12pt/synthetic_default_03095_12pt_aug13.png,synthetic_default,12,గ,3095,9.95,4.9,1.04,True,2,1
14,1.49,data/raw/synthetic_default/12pt/synthetic_default_03095_12pt_aug14.png,synthetic_default,12,గ,3095,8.72,-3.48,1.04,True,0,1
15,0.76,data/raw/synthetic_default/12pt/synthetic_default_03095_12pt_aug15.png,synthetic_default,12,గ,3095,6.43,-1.7,0.98,True,-1,2
16,1.06,data/raw/synthetic_default/12pt/synthetic_default_03095_12pt_aug16.png,synthetic_default,12,గ,3095,0.2,-0.25,0.96,True,2,0
17,0.05,data/raw/synthetic_default/12pt/synthetic_default_03095_12pt_aug17.png,synthetic_default,12,గ,3095,1.75,0.38,1.02,True,-1,-1
18,1.19,data/raw/synthetic_default/12pt/synthetic_default_03095_12pt_aug18.png,synthetic_default,12,గ,3095,2.93,-2.35,0.98,True,1,-1
19,0.93,data/raw/synthetic_default/12pt/synthetic_default_03095_12pt_aug19.png,synthetic_default,12,గ,3095,8.82,-0.82,1.02,True,2,0
20,0.85,data/raw/synthetic_default/12pt/synthetic_default_03095_12pt_aug20.png,synthetic_default,12,గ,3095,6.07,1.56,1.04,True,1,0
21,0.34,data/raw/synthetic_default/12pt/synthetic_default_03095_12pt_aug21.png,synthetic_default,12,గ,3095,6.24,-2.79,1.04,True,0,0
22,1.08,data/raw/synthetic_default/12pt/synthetic_default_03095_12pt_aug22.png,synthetic_default,12,గ,3095,0.09,-3.39,0.99,True,-1,1
23,1.11,data/raw/synthetic_default/12pt/synthetic_default_03095_12pt_aug23.png,synthetic_default,12,గ,3095,6.87,2.24,0.96,True,0,-2
24,1.36,data/raw/synthetic_default/12pt/synthetic_default_03095_12pt_aug24.png,synthetic_default,12,గ,3095,9.38,-2.25,1.03,True,2,-1
25,0.88,data/raw/synthetic_default/12pt/synthetic_default_03095_12pt_aug25.png,synthetic_default,12,గ,3095,5.52,-0.81,0.99,True,-1,-2
26,0.06,data/raw/synthetic_default/12pt/synthetic_default_03095_12pt_aug26.png,synthetic_default,12,గ,3095,8.28,-2.28,1.03,True,1,-1
27,1.29,data/raw/synthetic_default/12pt/synthetic_default_03095_12pt_aug27.png,synthetic_default,12,గ,3095,4.8,-0.73,1.04,True,2,1
28,1.17,data/raw/synthetic_default/12pt/synthetic_default_03095_12pt_aug28.png,synthetic_default,12,గ,3095,2.5,2.44,1.02,True,-1,-1
29,0.99,data/raw/synthetic_default/12pt/synthetic_default_03095_12pt_aug29.png,synthetic_default,12,గ,3095,4.99,1.47,0.99,True,-1,2
0,0,data/raw/synthetic_default/12pt/synthetic_default_03096_12pt_aug00.png,synthetic_default,12,ఘ,3096,0,0,,True,,
1,0.65,data/raw/synthetic_default/12pt/synthetic_default_03096_12pt_aug01.png,synthetic_default,12,ఘ,3096,2.46,-4.29,0.99,True,0,2
2,1.3,data/raw/synthetic_default/12pt/synthetic_default_03096_12pt_aug02.png,synthetic_default,12,ఘ,3096,8.43,-4.05,0.97,True,2,-1
3,1.07,data/raw/synthetic_default/12pt/synthetic_default_03096_12pt_aug03.png,synthetic_default,12,ఘ,3096,7.14,4.17,1.02,True,1,1
4,0.05,data/raw/synthetic_default/12pt/synthetic_default_03096_12pt_aug04.png,synthetic_default,12,ఘ,3096,1.12,1.39,0.99,True,-1,0
5,0.01,data/raw/synthetic_default/12pt/synthetic_default_03096_12pt_aug05.png,synthetic_default,12,ఘ,3096,2.06,-4.76,1.0,True,2,-1
6,0.91,data/raw/synthetic_default/12pt/synthetic_default_03096_12pt_aug06.png,synthetic_default,12,ఘ,3096,9.5,1.69,0.97,True,-2,-1
7,0.48,data/raw/synthetic_default/12pt/synthetic_default_03096_12pt_aug07.png,synthetic_default,12,ఘ,3096,6.67,2.57,0.99,True,1,-2
8,0.61,data/raw/synthetic_default/12pt/synthetic_default_03096_12pt_aug08.png,synthetic_default,12,ఘ,3096,0.17,-1.9,0.96,True,1,2
9,0.98,data/raw/synthetic_default/12pt/synthetic_default_03096_12pt_aug09.png,synthetic_default,12,ఘ,3096,5.61,-0.85,0.96,True,2,1
10,1.23,data/raw/synthetic_default/12pt/synthetic_default_03096_12pt_aug10.png,synthetic_default,12,ఘ,3096,7.91,-1.84,1.04,True,-1,-1
11,0.47,data/raw/synthetic_default/12pt/synthetic_default_03096_12pt_aug11.png,synthetic_default,12,ఘ,3096,3.11,-4.95,0.95,True,1,0
12,0.69,data/raw/synthetic_default/12pt/synthetic_default_03096_12pt_aug12.png,synthetic_default,12,ఘ,3096,0.35,0.82,1.0,True,-1,0
13,0.16,data/raw/synthetic_default/12pt/synthetic_default_03096_12pt_aug13.png,synthetic_default,12,ఘ,3096,0.6,-1.68,1.03,True,-2,-2
14,0.25,data/raw/synthetic_default/12pt/synthetic_default_03096_12pt_aug14.png,synthetic_default,12,ఘ,3096,1.54,-1.02,1.02,True,-1,-2
15,0.15,data/raw/synthetic_default/12pt/synthetic_default_03096_12pt_aug15.png,synthetic_default,12,ఘ,3096,0.99,0.35,1.02,True,2,2
16,1.43,data/raw/synthetic_default/12pt/synthetic_default_03096_12pt_aug16.png,synthetic_default,12,ఘ,3096,7.75,-2.67,1.0,True,-2,-1
17,0.72,data/raw/synthetic_default/12pt/synthetic_default_03096_12pt_aug17.png,synthetic_default,12,ఘ,3096,2.16,4.73,0.96,True,0,1
18,0.4,data/raw/synthetic_default/12pt/synthetic_default_03096_12pt_aug18.png,synthetic_default,12,ఘ,3096,0.79,2.04,1.03,True,-1,1
19,0.32,data/raw/synthetic_default/12pt/synthetic_default_03096_12pt_aug19.png,synthetic_default,12,ఘ,3096,1.45,-3.32,0.97,True,-2,-2
20,0.88,data/raw/synthetic_default/12pt/synthetic_default_03096_12pt_aug20.png,synthetic_default,12,ఘ,3096,7.53,3.42,1.04,True,-2,2
21,0.89,data/raw/synthetic_default/12pt/synthetic_default_03096_12pt_aug21.png,synthetic_default,12,ఘ,3096,8.53,1.2,1.02,True,2,1
22,0.34,data/raw/synthetic_default/12pt/synthetic_default_03096_12pt_aug22.png,synthetic_default,12,ఘ,3096,8.98,-0.83,0.96,True,0,0
23,0.42,data/raw/synthetic_default/12pt/synthetic_default_03096_12pt_aug23.png,synthetic_default,12,ఘ,3096,0.21,1.9,0.96,True,1,2
24,0.83,data/raw/synthetic_default/12pt/synthetic_default_03096_12pt_aug24.png,synthetic_default,12,ఘ,3096,9.87,2.22,0.96,True,-1,-1
25,1.16,data/raw/synthetic_default/12pt/synthetic_default_03096_12pt_aug25.png,synthetic_default,12,ఘ,3096,9.65,1.69,0.98,True,2,-1
26,0.61,data/raw/synthetic_default/12pt/synthetic_default_03096_12pt_aug26.png,synthetic_default,12,ఘ,3096,6.84,3.25,0.96,True,-2,0
27,1.08,data/raw/synthetic_default/12pt/synthetic_default_03096_12pt_aug27.png,synthetic_default,12,ఘ,3096,7.63,2.11,0.97,True,-1,2
28,0.99,data/raw/synthetic_default/12pt/synthetic_default_03096_12pt_aug28.png,synthetic_default,12,ఘ,3096,1.67,-1.74,0.98,True,0,0
29,1.45,data/raw/synthetic_default/12pt/synthetic_default_03096_12pt_aug29.png,synthetic_default,12,ఘ,3096,7.61,-4.37,1.05,True,1,0
0,0,data/raw/synthetic_default/12pt/synthetic_default_03097_12pt_aug00.png,synthetic_default,12,ఙ,3097,0,0,,True,,
1,1.15,data/raw/synthetic_default/12pt/synthetic_default_03097_12pt_aug01.png,synthetic_default,12,ఙ,3097,9.72,-4.25,0.99,True,2,1
2,0.42,data/raw/synthetic_default/12pt/synthetic_default_03097_12pt_aug02.png,synthetic_default,12,ఙ,3097,8.89,-0.12,1.01,True,-1,0
3,0.66,data/raw/synthetic_default/12pt/synthetic_default_03097_12pt_aug03.png,synthetic_default,12,ఙ,3097,1.23,-4.65,0.96,True,0,-1
4,1.32,data/raw/synthetic_default/12pt/synthetic_default_03097_12pt_aug04.png,synthetic_default,12,ఙ,3097,0.13,-0.99,1.01,True,-1,-1
5,0.78,data/raw/synthetic_default/12pt/synthetic_default_03097_12pt_aug05.png,synthetic_default,12,ఙ,3097,7.02,4.74,0.99,True,-1,1
6,1.32,data/raw/synthetic_default/12pt/synthetic_default_03097_12pt_aug06.png,synthetic_default,12,ఙ,3097,1.6,3.13,1.01,True,-2,2
7,0.52,data/raw/synthetic_default/12pt/synthetic_default_03097_12pt_aug07.png,synthetic_default,12,ఙ,3097,0.26,3.56,1.01,True,-1,2
8,1.01,data/raw/synthetic_default/12pt/synthetic_default_03097_12pt_aug08.png,synthetic_default,12,ఙ,3097,0.78,-2.6,1.04,True,0,2
9,1.11,data/raw/synthetic_default/12pt/synthetic_default_03097_12pt_aug09.png,synthetic_default,12,ఙ,3097,5.31,-0.01,0.95,True,1,0
10,1.05,data/raw/synthetic_default/12pt/synthetic_default_03097_12pt_aug10.png,synthetic_default,12,ఙ,3097,0.63,0.47,1.05,True,1,-1
11,1.26,data/raw/synthetic_default/12pt/synthetic_default_03097_12pt_aug11.png,synthetic_default,12,ఙ,3097,1.42,3.75,1.0,True,1,-1
12,0.72,data/raw/synthetic_default/12pt/synthetic_default_03097_12pt_aug12.png,synthetic_default,12,ఙ,3097,3.04,-1.86,1.01,True,1,2
13,1.19,data/raw/synthetic_default/12pt/synthetic_default_03097_12pt_aug13.png,synthetic_default,12,ఙ,3097,3.6,3.07,1.01,True,0,-2
14,0.37,data/raw/synthetic_default/12pt/synthetic_default_03097_12pt_aug14.png,synthetic_default,12,ఙ,3097,1.23,0.03,1.01,True,0,-1
15,1.35,data/raw/synthetic_default/12pt/synthetic_default_03097_12pt_aug15.png,synthetic_default,12,ఙ,3097,6.0,0.38,0.95,True,0,2
16,1.36,data/raw/synthetic_default/12pt/synthetic_default_03097_12pt_aug16.png,synthetic_default,12,ఙ,3097,9.95,3.0,0.98,True,-1,-1
17,1.14,data/raw/synthetic_default/12pt/synthetic_default_03097_12pt_aug17.png,synthetic_default,12,ఙ,3097,8.15,-3.49,1.05,True,0,-1
18,0.99,data/raw/synthetic_default/12pt/synthetic_default_03097_12pt_aug18.png,synthetic_default,12,ఙ,3097,6.86,4.52,1.03,True,-2,2
19,1.02,data/raw/synthetic_default/12pt/synthetic_default_03097_12pt_aug19.png,synthetic_default,12,ఙ,3097,0.6,-1.41,1.01,True,-1,-2
20,0.15,data/raw/synthetic_default/12pt/synthetic_default_03097_12pt_aug20.png,synthetic_default,12,ఙ,3097,0.95,-3.0,1.04,True,-2,1
21,1.12,data/raw/synthetic_default/12pt/synthetic_default_03097_12pt_aug21.png,synthetic_default,12,ఙ,3097,3.08,-2.11,1.04,True,-2,1
22,1.01,data/raw/synthetic_default/12pt/synthetic_default_03097_12pt_aug22.png,synthetic_default,12,ఙ,3097,3.3,-0.57,0.98,True,1,0
